expressionId,practiceExampleNumber,practiceQuestion,practiceQuestionTranslation,sentenceText,sentenceTranslation,acceptedAnswerCount,acceptedAnswers,reviewReason,reviewNotes
2384,2,Are you free? Let's talk.,시간 돼? 얘기하자.,Not right now. Maybe later.,지금은 안 돼. 나중에 하자.,4,"지금은 안 돼 나중에 하자
안 돼 지금은 나중에 하자
지금은 안 돼 하자 나중에
안 돼 지금은 하자 나중에",현재 거절 다음 나중 제안을 유지하며 각 절의 시간만 옮긴다.,
2385,1,When is your birthday?,생일 언제야?,It's the day after tomorrow!,내일모레야!,1,내일모레야,한 단어로 완결된 날짜 응답이라 추가 어순이 없다.,
2385,2,Can we meet tomorrow?,내일 만날 수 있어?,How about the day after tomorrow?,내일모레는 어때?,2,"내일모레는 어때
어때 내일모레는",내일모레 주제를 제안 질문 뒤에 둔다.,
2386,1,Is this bread new?,이 빵 새 거야?,"No, I bought it two days ago.","아니, 이틀 전에 산 거야.",1,아니 이틀 전에 산 거야,부정 뒤에서 이틀 전에 산 거라는 관형 서술을 보존한다.,
2386,2,Did you see Lena?,레나 봤어?,"Yes, I saw her two days ago.","응, 이틀 전에 봤어.",2,"응 이틀 전에 봤어
응 봤어 이틀 전에",긍정 뒤에서 이틀 전 목격 시점을 통째로 옮긴다.,
2387,1,The museum is free on Sundays.,박물관 일요일엔 무료야.,Nice! What day is it today?,좋다! 오늘 무슨 요일이야?,2,"좋다 오늘 무슨 요일이야
좋다 무슨 요일이야 오늘",반응 뒤에서 오늘 주제만 요일 질문 뒤에 둔다.,
2387,2,Do you have class today?,오늘 수업 있어?,I forgot. What day is it today?,까먹었어. 오늘 무슨 요일이야?,2,"까먹었어 오늘 무슨 요일이야
까먹었어 무슨 요일이야 오늘",잊었다는 설명 뒤에서 오늘 주제만 요일 질문 뒤에 둔다.,
2388,1,The movie starts at seven.,영화 7시에 시작해.,"Oh, what time is it now?","아, 지금 몇 시야?",2,"아 지금 몇 시야
아 몇 시야 지금",감탄 뒤에서 지금 시점만 시각 질문 뒤에 둔다.,
2388,2,I'm so hungry.,나 너무 배고파.,Me too. What time is it?,나도. 지금 몇 시야?,2,"나도 지금 몇 시야
나도 몇 시야 지금",배고픔 공감 뒤에서 지금 시점만 후치한다.,
2389,1,Hello! Just you today?,안녕하세요! 혼자 오셨어요?,"No, I need a table for two.","아니요, 두 명 자리가 필요해요.",2,"아니요 두 명 자리가 필요해요
아니요 필요해요 두 명 자리가",부정 뒤에서 두 명 자리라는 수량 명사구를 묶는다.,
2389,2,Can I help you?,무엇을 도와드릴까요?,"Yes, a table for two by the window.","네, 창가에 두 명 자리요.",2,"네 창가에 두 명 자리요
네 두 명 자리요 창가에",긍정 뒤에서 창가 위치와 두 명 자리 명사구를 옮긴다.,
2390,1,Did you walk here?,여기 걸어왔어?,"No, I came by bus.","아니, 버스 타고 왔어.",2,"아니 버스 타고 왔어
아니 왔어 버스 타고",버스 타고라는 이동 방식절 전체를 왔어 뒤에 덧붙인다.,
2390,2,How does your dad go to work?,너희 아빠는 회사에 어떻게 가셔?,He goes to work by bus.,아빠는 버스로 출근하셔.,4,"아빠는 버스로 출근하셔
버스로 아빠는 출근하셔
아빠는 출근하셔 버스로
버스로 출근하셔 아빠는",아빠 주제와 버스 출근 수단을 교환한다.,
2391,1,Can we walk to the zoo?,동물원까지 걸어갈 수 있어?,The zoo is far from here.,동물원은 여기서 멀어.,4,"동물원은 여기서 멀어
여기서 동물원은 멀어
동물원은 멀어 여기서
여기서 멀어 동물원은",동물원 주제와 여기서 거리 기준을 옮긴다.,
2391,2,Where is the bus stop?,버스 정류장 어디예요?,It's not far from here.,여기서 멀지 않아요.,2,"여기서 멀지 않아요
멀지 않아요 여기서",여기서라는 거리 기준만 부정 서술 뒤에 둔다.,
2392,1,"Hi, can I help you?","안녕하세요, 무엇을 도와드릴까요?","Yes, I'm here for my bag.","네, 제 가방 찾으러 왔어요.",2,"네 제 가방 찾으러 왔어요
네 왔어요 제 가방 찾으러",긍정 뒤에서 제 가방 찾으러라는 방문 목적 전체를 후치한다.,
2392,2,Are you a new student?,새로 온 학생이세요?,"No, I'm here for the English class.","아니요, 영어 수업 들으러 왔어요.",2,"아니요 영어 수업 들으러 왔어요
아니요 왔어요 영어 수업 들으러",부정 뒤에서 영어 수업 들으러라는 방문 목적을 묶는다.,
2393,1,Let's have lunch on Friday.,금요일에 점심 먹자.,"Sorry, I'm leaving tomorrow morning.","미안, 내일 아침에 떠나.",2,"미안 내일 아침에 떠나
미안 떠나 내일 아침에",사과 뒤에서 내일 아침 출발 시점을 통째로 옮긴다.,
2393,2,Do you want to see a movie tonight?,오늘 밤 영화 볼래?,"Yes! I'm leaving tomorrow, so tonight is good.",좋아! 내일 떠나니까 오늘 밤이 좋아.,3,"좋아 내일 떠나니까 오늘 밤이 좋아
좋아 내일 떠나니까 좋아 오늘 밤이
좋아 오늘 밤이 좋아 내일 떠나니까",수락 뒤에서 내일 떠나는 이유와 오늘 밤 선호를 보존한다. 실제 어순 재독에서 수식 범위가 달라지거나 후치가 겹치는 후보를 제외했다.,
2394,1,Hello? Where are you?,여보세요? 어디야?,I think I'm lost. I don't see the cafe.,길을 잃은 것 같아. 카페가 안 보여.,4,"길을 잃은 것 같아 카페가 안 보여
길을 잃은 것 같아 안 보여 카페가
카페가 안 보여 길을 잃은 것 같아
안 보여 카페가 길을 잃은 것 같아",길을 잃은 추측과 카페가 안 보인다는 독립 근거를 앞뒤로 제시한다.,
2394,2,"Excuse me, do you need help?","실례합니다, 도움 필요하세요?","Yes, I'm lost. Where is the bus stop?","네, 길을 잃었어요. 버스 정류장이 어디예요?",2,"네 길을 잃었어요 버스 정류장이 어디예요
네 길을 잃었어요 어디예요 버스 정류장이",긍정·길 잃음 설명·정류장 질문 순서를 유지하고 질문 주어만 옮긴다.,
2395,1,Can you talk now?,지금 통화할 수 있어?,Not now. I'm on the bus.,지금은 안 돼. 버스 안이야.,2,"지금은 안 돼 버스 안이야
안 돼 지금은 버스 안이야",현재 통화 거절 뒤 버스 탑승 이유를 유지하며 지금만 옮긴다.,
2395,2,Are you home?,집이야?,"No, I'm on the bus to school.","아니, 학교 가는 버스 안이야.",1,아니 학교 가는 버스 안이야,부정 뒤에서 학교 가는 버스 안이라는 위치 관형구를 유지한다.,
2396,1,Is the bank open now?,은행 지금 열었어?,"No, it's closed. It opens at nine.","아니, 닫았어. 9시에 열어.",2,"아니 닫았어 9시에 열어
아니 닫았어 열어 9시에",부정과 폐점 설명을 먼저 두고 개점 시각만 후치한다.,
2396,2,Let's get ice cream there.,거기서 아이스크림 먹자.,It's closed today. Sorry.,오늘은 문 닫았어. 아쉽다.,2,"오늘은 문 닫았어 아쉽다
문 닫았어 오늘은 아쉽다",폐점 설명 뒤 아쉬움을 유지하며 오늘 시점만 옮긴다.,
2397,1,Do you have time for lunch?,점심 먹을 시간 있어?,"No, my flight is at one.","아니, 내 비행기 1시야.",2,"아니 내 비행기 1시야
아니 1시야 내 비행기",부정 뒤에서 내 비행기라는 주제를 1시 서술 뒤에 둔다.,
2397,2,Why are you up so early?,왜 이렇게 일찍 일어났어?,My flight is at six this morning.,내 비행기 오늘 아침 6시야.,2,"내 비행기 오늘 아침 6시야
오늘 아침 6시야 내 비행기",내 비행기 주제와 오늘 아침 6시라는 시각을 각각 묶는다.,
2398,1,Where should we meet?,어디서 만날까?,Let's meet near the station.,역 근처에서 만나자.,2,"역 근처에서 만나자
만나자 역 근처에서",역 근처라는 만남 장소를 통째로 후치한다.,
2398,2,Is there a good cafe here?,여기 좋은 카페 있어?,"Yes, there is one near the station.","응, 역 근처에 하나 있어.",4,"응 역 근처에 하나 있어
응 하나 역 근처에 있어
응 역 근처에 있어 하나
응 하나 있어 역 근처에",긍정 뒤에서 역 근처 위치와 카페 하나 수량을 옮긴다.,
2399,1,Where is the bathroom?,화장실 어디예요?,"It's on the left, next to the door.","왼쪽에 있어요, 문 옆에요.",2,"왼쪽에 있어요 문 옆에요
문 옆에요 왼쪽에 있어요",왼쪽 위치와 문 옆이라는 보충 위치를 단일 후치로 유지한다.,
2399,2,Which one is your house?,어느 게 너희 집이야?,The white one on the left.,왼쪽에 있는 흰 집.,1,왼쪽에 있는 흰 집,왼쪽에 있는 흰 집이라는 관형 명사구 전체를 보존한다.,
2400,1,Where is the bathroom?,화장실 어디예요?,It's on the second floor.,2층에 있어요.,2,"2층에 있어요
있어요 2층에",2층 위치를 존재 서술 뒤에 둔다.,
2400,2,Do you live on the first floor?,1층에 살아?,"No, I live on the second floor.","아니, 나 2층에 살아.",4,"아니 나 2층에 살아
아니 2층에 나 살아
아니 나 살아 2층에
아니 2층에 살아 나",부정 뒤에서 화자와 2층 거주 위치를 교환한다.,
2401,1,When do you leave the hotel?,호텔 언제 떠나?,I want to stay one more night.,하루 더 있고 싶어.,2,"하루 더 있고 싶어
있고 싶어 하루 더",하루 더라는 추가 체류 기간을 통째로 후치한다.,
2401,2,Is your room okay?,방은 괜찮으세요?,"Yes. One more night, please.",네. 하루 더요.,1,네 하루 더요,긍정 뒤의 하루 더요라는 수량 응답을 유지한다.,
2402,1,Why did you take a taxi?,왜 택시 탔어?,I missed the last bus.,막차를 놓쳤어.,2,"막차를 놓쳤어
놓쳤어 막차를",막차 목적어를 놓쳤다는 서술 뒤에 둔다.,
2402,2,Let's stay a little longer.,조금 더 있자.,I can't. The last bus is at ten.,안 돼. 막차가 10시야.,2,"안 돼 막차가 10시야
안 돼 10시야 막차가",거절 뒤에서 막차 주어만 시각 서술 뒤에 둔다.,
2403,1,Why are you so late?,왜 이렇게 늦었어?,I got on the wrong bus again.,또 버스를 잘못 탔어.,4,"또 버스를 잘못 탔어
버스를 또 잘못 탔어
또 잘못 탔어 버스를
버스를 잘못 탔어 또",또의 반복과 버스 목적어를 교환하고 잘못 탔어를 유지한다.,
2403,2,This bus goes to the airport.,이 버스는 공항으로 가요.,"Oh no, I'm on the wrong bus.","어떡해, 저 버스 잘못 탔어요.",4,"어떡해 저 버스 잘못 탔어요
어떡해 버스 저 잘못 탔어요
어떡해 저 잘못 탔어요 버스
어떡해 버스 잘못 탔어요 저",탄식 뒤에서 화자와 버스를 옮기고 잘못 탔어요를 묶는다.,
2404,1,Where are you going?,어디 가?,I'm going to the airport now.,지금 공항으로 가고 있어.,4,"지금 공항으로 가고 있어
공항으로 지금 가고 있어
지금 가고 있어 공항으로
공항으로 가고 있어 지금",지금 시점과 공항 목적지를 교환하고 진행 서술을 유지한다.,
2404,2,Do you need a taxi?,택시 필요하세요?,"Yes, to the airport, please.","네, 공항으로요.",1,네 공항으로요,긍정 응답 뒤 공항 목적지를 답하는 순서를 유지한다.,
2405,1,Why are you at school so late?,왜 이렇게 늦게까지 학교에 있어?,We have a group project for science.,과학 조별 과제가 있어.,2,"과학 조별 과제가 있어
있어 과학 조별 과제가",과학 조별 과제라는 수식 명사구를 통째로 옮긴다.,
2405,2,Do you like your class?,수업 마음에 들어?,"Yes, but the group project is hard.","응, 근데 조별 과제가 어려워.",2,"응 근데 조별 과제가 어려워
응 근데 어려워 조별 과제가",긍정과 근데를 유지하며 조별 과제 주어만 후치한다.,
2406,1,Why did you move to Seoul?,서울로 왜 이사했어?,I got a new job here.,여기서 새 직장을 구했어.,4,"여기서 새 직장을 구했어
새 직장을 여기서 구했어
여기서 구했어 새 직장을
새 직장을 구했어 여기서",여기 장소와 새 직장 목적어를 교환한다.,
2406,2,How is your brother?,너희 형은 어떻게 지내?,Good. He started a new job last week.,잘 지내. 지난주에 새 직장 시작했어.,4,"잘 지내 지난주에 새 직장 시작했어
잘 지내 새 직장 지난주에 시작했어
잘 지내 지난주에 시작했어 새 직장
잘 지내 새 직장 시작했어 지난주에",안부 답 뒤에서 지난주 시점과 새 직장 대상을 옮긴다.,
2407,1,Can I call your mom?,너희 엄마한테 전화해도 돼?,She's at work until six.,엄마 6시까지 일해.,4,"엄마 6시까지 일해
6시까지 엄마 일해
엄마 일해 6시까지
6시까지 일해 엄마",엄마 주어와 6시까지 근무 기한을 교환한다.,
2407,2,How was your day?,오늘 하루 어땠어?,Good. I made a new friend at work.,좋았어. 회사에서 새 친구 생겼어.,4,"좋았어 회사에서 새 친구 생겼어
좋았어 새 친구 회사에서 생겼어
좋았어 회사에서 생겼어 새 친구
좋았어 새 친구 생겼어 회사에서",하루 평가 뒤에서 회사 장소와 새 친구 명사구를 옮긴다.,
2408,1,When can you call me?,언제 전화할 수 있어?,"After I finish work, around seven.","일 끝나고, 7시쯤.",2,"일 끝나고 7시쯤
7시쯤 일 끝나고",일 끝난 뒤와 7시쯤이라는 같은 통화 시점을 앞뒤로 제시한다.,
2408,2,Are you free at five?,5시에 시간 돼?,"No, I finish work at six today.","아니, 오늘은 6시에 일 끝나.",4,"아니 오늘은 6시에 일 끝나
아니 6시에 오늘은 일 끝나
아니 오늘은 일 끝나 6시에
아니 6시에 일 끝나 오늘은",부정 뒤에서 오늘 범위와 6시 퇴근 시각을 옮긴다.,
2409,1,Are you free this afternoon?,오늘 오후에 시간 있어요?,"No, I have a meeting then.","아니요, 그때 회의가 있어요.",4,"아니요 그때 회의가 있어요
아니요 회의가 그때 있어요
아니요 그때 있어요 회의가
아니요 회의가 있어요 그때",부정 뒤에서 그때와 회의 주어를 교환한다.,
2409,2,Did you have a meeting yesterday?,어제 회의 있었어요?,"Yes, I had a meeting in the morning.","네, 아침에 회의가 있었어요.",4,"네 아침에 회의가 있었어요
네 회의가 아침에 있었어요
네 아침에 있었어요 회의가
네 회의가 있었어요 아침에",긍정 뒤에서 아침 시점과 회의 주어를 옮긴다.,
2410,1,Can I borrow a pencil?,연필 좀 빌려줄 수 있어?,"Sure, I forgot my pencil too.","그래, 나도 연필 깜빡했어.",4,"그래 나도 연필 깜빡했어
그래 연필 나도 깜빡했어
그래 나도 깜빡했어 연필
그래 연필 깜빡했어 나도",응답 뒤에서 나도와 연필 목적어를 교환한다.,연필을 빌려달라는 요청에 수락하면서 자신도 연필을 잊었다고 답해 문맥상 모순되는 응답이다. 영어와 한국어 모두 같은 문제를 갖는다.
2410,2,You look upset. What's wrong?,표정이 안 좋네. 무슨 일이야?,I forgot my umbrella and it's raining.,우산 깜빡했는데 비가 와.,2,"우산 깜빡했는데 비가 와
우산 깜빡했는데 와 비가",우산을 잊었다는 앞 절을 유지하고 비 주어만 뒤에 둔다.,
2411,1,Do you know Chloe well?,클로이 잘 알아요?,"Yes, she works at my school.","네, 걔 우리 학교에서 일해요.",4,"네 걔 우리 학교에서 일해요
네 우리 학교에서 걔 일해요
네 걔 일해요 우리 학교에서
네 우리 학교에서 일해요 걔",긍정 뒤에서 걔 주어와 우리 학교 근무지를 교환한다.,
2411,2,Did you use to work at a cafe?,예전에 카페에서 일했어요?,"Yes, I worked at a cafe last year.","네, 작년에 카페에서 일했어요.",4,"네 작년에 카페에서 일했어요
네 카페에서 작년에 일했어요
네 작년에 일했어요 카페에서
네 카페에서 일했어요 작년에",긍정 뒤에서 작년 시점과 카페 장소를 교환한다.,
2412,1,Did you join the art club?,미술 동아리 들었어?,"Yes, I joined the art club.","응, 미술 동아리 들었어.",2,"응 미술 동아리 들었어
응 들었어 미술 동아리",긍정 뒤에서 미술 동아리 목적어를 통째로 후치한다.,
2412,2,Is your sister in the dance club?,네 언니 댄스 동아리야?,"Yeah, she joined the dance club too.","응, 걔도 댄스 동아리 들었어.",4,"응 걔도 댄스 동아리 들었어
응 댄스 동아리 걔도 들었어
응 걔도 들었어 댄스 동아리
응 댄스 동아리 들었어 걔도",긍정 뒤에서 걔도 주어와 댄스 동아리를 옮긴다.,
2413,1,Did you know the answer yesterday?,어제 답 알았어?,"No, I didn't know the answer then.","아니, 그때는 답 몰랐어.",4,"아니 그때는 답 몰랐어
아니 답 그때는 몰랐어
아니 그때는 몰랐어 답
아니 답 몰랐어 그때는",부정 뒤에서 그때는 시점과 답 목적어를 옮긴다.,
2413,2,Does she know the answer to this?,걔 이거 답 알아?,She knows the answer already.,걔 벌써 답 알아.,12,"걔 벌써 답 알아
벌써 걔 답 알아
벌써 답 걔 알아
걔 답 벌써 알아
답 걔 벌써 알아
답 벌써 걔 알아
걔 벌써 알아 답
벌써 걔 알아 답
걔 답 알아 벌써
답 걔 알아 벌써
벌써 답 알아 걔
답 벌써 알아 걔",주어·벌써·답 목적어를 교환해 답을 이미 안다는 뜻을 유지한다.,
2414,1,Is Marco your neighbor?,마르코가 이웃이야?,"No, he's my classmate.","아니, 우리 반 친구야.",1,아니 우리 반 친구야,부정 뒤에서 우리 반 친구라는 관계 명사구를 보존한다.,
2414,2,How do you know Ana?,아나를 어떻게 알아?,She's my classmate from math class.,수학 시간에 같은 반 친구야.,2,"수학 시간에 같은 반 친구야
같은 반 친구야 수학 시간에",수학 시간이라는 범위와 같은 반 친구 관계를 유지한다.,
2415,1,Did you study hard for the quiz?,쪽지시험 열심히 공부했어?,"Yes, I studied hard all weekend.","응, 주말 내내 열심히 공부했어.",4,"응 주말 내내 열심히 공부했어
응 열심히 주말 내내 공부했어
응 주말 내내 공부했어 열심히
응 열심히 공부했어 주말 내내",긍정 뒤에서 주말 내내 기간과 열심히의 방식을 옮긴다.,
2415,2,How does Jimin get such good grades?,지민이는 어떻게 성적이 그렇게 좋아?,He always studies hard every night.,걔는 매일 밤 열심히 공부해.,12,"걔는 매일 밤 열심히 공부해
매일 밤 걔는 열심히 공부해
매일 밤 열심히 걔는 공부해
걔는 열심히 매일 밤 공부해
열심히 걔는 매일 밤 공부해
열심히 매일 밤 걔는 공부해
걔는 매일 밤 공부해 열심히
매일 밤 걔는 공부해 열심히
걔는 열심히 공부해 매일 밤
열심히 걔는 공부해 매일 밤
매일 밤 열심히 공부해 걔는
열심히 매일 밤 공부해 걔는",걔 주제·매일 밤·열심히를 옮겨 반복 학습을 유지한다.,
2416,1,"Wait, someone's at the door. Hold on.","잠깐, 누가 왔나 봐. 잠깐만.",Okay. Back to what I was saying.,알겠어. 다시 내가 하던 얘기로 돌아가서.,4,"알겠어 다시 내가 하던 얘기로 돌아가서
알겠어 내가 하던 얘기로 다시 돌아가서
알겠어 다시 돌아가서 내가 하던 얘기로
알겠어 내가 하던 얘기로 돌아가서 다시",수용 뒤에서 내가 하던 얘기라는 관형구를 유지하고 다시를 옮긴다.,
2416,2,"Anyway, that's a different topic. Let's continue.",아무튼 그건 다른 얘기고. 계속하자.,"Right, back to our main problem.","맞아, 다시 우리 본론 얘기로 돌아가서.",4,"맞아 다시 우리 본론 얘기로 돌아가서
맞아 우리 본론 얘기로 다시 돌아가서
맞아 다시 돌아가서 우리 본론 얘기로
맞아 우리 본론 얘기로 돌아가서 다시",동의 뒤에서 우리 본론 얘기라는 명사구와 다시를 옮긴다.,
2417,1,Sounds good. Let's meet at the station.,좋아. 역에서 만나자.,"Before I forget, can I borrow your charger?","아 잊기 전에, 충전기 좀 빌려줄 수 있어?",4,"아 잊기 전에 충전기 좀 빌려줄 수 있어
아 잊기 전에 좀 충전기 빌려줄 수 있어
아 잊기 전에 충전기 빌려줄 수 있어 좀
아 잊기 전에 좀 빌려줄 수 있어 충전기",잊기 전이라는 발화 표지는 앞에 두고 충전기와 완곡 부사 좀만 옮긴다.,
2417,2,"Okay, see you at seven then.","그래, 그럼 7시에 봐.","Before I forget, the plan changed to eight.","아 잊기 전에, 계획이 8시로 바뀌었어.",4,"아 잊기 전에 계획이 8시로 바뀌었어
아 잊기 전에 8시로 계획이 바뀌었어
아 잊기 전에 계획이 바뀌었어 8시로
아 잊기 전에 8시로 바뀌었어 계획이",잊기 전이라는 발화 표지를 유지하고 계획 주어와 8시 변경 대상을 옮긴다.,
2418,1,Do we really need to buy a new fridge?,진짜 새 냉장고 사야 해?,"Yes. Besides, the old one is broken.",응. 게다가 오래된 건 고장 났잖아.,2,"응 게다가 오래된 건 고장 났잖아
응 게다가 고장 났잖아 오래된 건",긍정과 게다가를 유지하며 오래된 건이라는 주제를 후치한다.,
2418,2,Why don't you want to go hiking?,왜 등산 가기 싫어해?,"I'm tired. Besides, it might rain.",피곤해. 게다가 비 올지도 몰라.,2,"피곤해 게다가 비 올지도 몰라
피곤해 게다가 올지도 몰라 비",피곤함과 게다가의 이유 추가를 유지하고 비 주어만 옮긴다.,
2419,1,Why did you turn down the offer?,왜 그 제안을 거절했어?,"First of all, the pay is too low.","우선, 급여가 너무 낮아.",3,"우선 급여가 너무 낮아
우선 너무 급여가 낮아
우선 급여가 낮아 너무",우선이라는 첫 이유 표지는 유지하고 급여와 너무의 강조를 옮긴다.,
2419,2,What should I check before buying a laptop?,노트북 사기 전에 뭘 확인해야 해?,"First of all, check the battery life.","우선, 배터리 지속 시간부터 확인해.",4,"우선 배터리 지속 시간부터 확인해
배터리 지속 시간부터 우선 확인해
우선 확인해 배터리 지속 시간부터
배터리 지속 시간부터 확인해 우선",우선의 점검 순서와 배터리 지속 시간부터라는 대상을 유지한다.,
2420,1,The store doesn't accept cards on weekends.,가게는 주말엔 카드를 안 받아.,Good to know. I'll bring cash then.,알아두면 좋겠네. 그럼 현금 가져갈게.,2,"알아두면 좋겠네 그럼 현금 가져갈게
알아두면 좋겠네 그럼 가져갈게 현금",정보 수용과 그럼의 결정을 유지하며 현금 목적어만 후치한다.,
2420,2,This road gets really crowded after five.,이 길은 5시 넘으면 완전 막혀.,Good to know. I'll leave before then.,알아두면 좋겠네. 그 전에 출발할게.,2,"알아두면 좋겠네 그 전에 출발할게
알아두면 좋겠네 출발할게 그 전에",정보 수용 뒤에서 그 전 출발 시점을 통째로 옮긴다.,
2421,1,Will it rain tomorrow?,내일 비 올까?,"Hard to say, the forecast keeps changing.","글쎄, 일기예보가 계속 바뀌어.",4,"글쎄 일기예보가 계속 바뀌어
글쎄 계속 일기예보가 바뀌어
글쎄 일기예보가 바뀌어 계속
글쎄 계속 바뀌어 일기예보가",망설임 뒤에서 일기예보와 계속의 반복을 옮긴다.,
2421,2,Do you think he'll say yes?,걔가 그러겠다고 할 것 같아?,"Hard to say, he's pretty unpredictable.","글쎄, 걔는 꽤 예측하기 어려워.",4,"글쎄 걔는 꽤 예측하기 어려워
글쎄 꽤 걔는 예측하기 어려워
글쎄 걔는 예측하기 어려워 꽤
글쎄 꽤 예측하기 어려워 걔는",망설임 뒤에서 걔는과 꽤의 정도를 옮기되 예측하기 어려워를 묶는다.,
2422,1,Do you like the new cafe?,새로 생긴 카페 마음에 들어?,"I guess, it's a bit noisy though.","그런 것 같아, 근데 좀 시끄러워.",2,"그런 것 같아 근데 좀 시끄러워
그런 것 같아 근데 시끄러워 좀",완곡한 동의와 근데를 유지하며 좀이라는 평가 정도만 후치한다.,
2422,2,Was the movie worth watching?,그 영화 볼 가치 있었어?,"I guess so, it was okay.","그런 것 같아, 그냥 괜찮았어.",2,"그런 것 같아 그냥 괜찮았어
그런 것 같아 괜찮았어 그냥",완곡한 동의 뒤에서 그냥의 평가를 후치해도 뜻이 같다.,
2423,1,Why is the printer not working?,프린터가 왜 안 돼?,I have no idea. I didn't touch it.,전혀 모르겠어. 나는 안 건드렸어.,4,"전혀 모르겠어 나는 안 건드렸어
모르겠어 전혀 나는 안 건드렸어
전혀 모르겠어 안 건드렸어 나는
모르겠어 전혀 안 건드렸어 나는",모른다는 답 뒤에 안 건드린 설명을 유지하며 전혀와 화자만 옮긴다.,
2423,2,What time does the store open tomorrow?,가게 내일 몇 시에 열어?,"I have no idea, let's check online.","전혀 모르겠어, 인터넷으로 확인해 보자.",4,"전혀 모르겠어 인터넷으로 확인해 보자
모르겠어 전혀 인터넷으로 확인해 보자
전혀 모르겠어 확인해 보자 인터넷으로
모르겠어 전혀 확인해 보자 인터넷으로",무지 응답 뒤 확인 제안을 유지하며 전혀와 인터넷 방식을 옮긴다.,
2424,1,I'm quitting my job next month.,나 다음 달에 회사 그만둬.,I see. What will you do next?,그렇구나. 다음엔 뭐 할 거야?,4,"그렇구나 다음엔 뭐 할 거야
그렇구나 뭐 다음엔 할 거야
그렇구나 다음엔 할 거야 뭐
그렇구나 뭐 할 거야 다음엔",이해 반응 뒤에서 다음 시점과 뭐 목적어를 옮긴다.,
2424,2,The meeting got moved to Monday.,회의가 월요일로 옮겨졌어.,"Oh, I see. I'll update my calendar.","아, 그렇구나. 내 일정 바꿔놓을게.",2,"아 그렇구나 내 일정 바꿔놓을게
아 그렇구나 바꿔놓을게 내 일정",이해 반응 뒤에서 내 일정 목적어를 통째로 후치한다.,
2425,1,"Um, I don't know how to say this.","음, 이걸 어떻게 말해야 할지 모르겠어.","Take your time, I'm listening closely.","천천히 해, 잘 듣고 있어.",8,"천천히 해 잘 듣고 있어
해 천천히 잘 듣고 있어
천천히 해 듣고 있어 잘
해 천천히 듣고 있어 잘
잘 듣고 있어 천천히 해
잘 듣고 있어 해 천천히
듣고 있어 잘 천천히 해
듣고 있어 잘 해 천천히",천천히 말하라는 배려와 잘 듣고 있다는 독립 설명을 보존한다.,
2425,2,"So, about what happened at work today...","그래서, 오늘 회사에서 있었던 일 말인데.","Go on, I'm listening to every word.","계속해 봐, 한 마디도 안 놓치고 듣고 있어.",2,"계속해 봐 한 마디도 안 놓치고 듣고 있어
한 마디도 안 놓치고 듣고 있어 계속해 봐",계속 말하라는 요청과 한 마디도 놓치지 않는다는 안심 설명을 통째로 교환한다.,
2426,1,The teacher explained it with big words.,선생님이 어려운 말로 설명하셨어.,"In other words, can you explain it simply?","다시 말해서, 쉽게 설명해 줄 수 있어?",2,"다시 말해서 쉽게 설명해 줄 수 있어
다시 말해서 설명해 줄 수 있어 쉽게",다시 말해서라는 도입을 유지하며 쉽게의 방식을 요청 뒤에 둔다.,
2426,2,He said the project got delayed again.,그 사람이 프로젝트가 또 미뤄졌대.,"In other words, we're behind schedule.","다시 말해서, 우리 일정이 늦은 거야.",2,"다시 말해서 우리 일정이 늦은 거야
다시 말해서 늦은 거야 우리 일정이",재진술 표지 뒤에서 우리 일정 주어만 후치한다.,
2427,1,Why do you want to know my age?,내 나이는 왜 알고 싶어?,"I was just curious, that's all.","그냥 궁금해서 그랬어, 그뿐이야.",2,"그냥 궁금해서 그랬어 그뿐이야
그랬어 그냥 궁금해서 그뿐이야",단순 호기심 이유를 묶고 그뿐이라는 한정을 마지막에 둔다.,
2427,2,Do you like her?,너 걔 좋아해?,"No, I'm just curious about her hobbies.","아니, 그냥 걔 취미가 궁금해서.",4,"아니 그냥 걔 취미가 궁금해서
아니 걔 취미가 그냥 궁금해서
아니 그냥 궁금해서 걔 취미가
아니 걔 취미가 궁금해서 그냥",부정 뒤에서 그냥과 걔 취미 주어를 옮겨 호기심만 있다는 뜻을 유지한다.,
2428,1,You failed the test?,너 시험 망쳤어?,"I'm just kidding, I actually passed.","농담이야, 사실 합격했어.",2,"농담이야 사실 합격했어
농담이야 합격했어 사실",농담임을 먼저 밝히고 사실과 합격 결과를 옮긴다.,
2428,2,"Wait, are we really moving out tomorrow?","잠깐, 우리 진짜 내일 이사가?","Relax, I was just kidding about that.","진정해, 그거 그냥 농담이었어.",4,"진정해 그거 그냥 농담이었어
진정해 그냥 그거 농담이었어
진정해 그거 농담이었어 그냥
진정해 그냥 농담이었어 그거",진정 요청 뒤에서 그거와 그냥의 한정 의미를 옮긴다.,
2429,1,I got a text from someone special.,누군가 특별한 사람한테 문자 왔어.,"Let me guess, it was your ex.","내가 맞혀 볼게, 네 전 애인이었지.",2,"내가 맞혀 볼게 네 전 애인이었지
맞혀 볼게 내가 네 전 애인이었지",추측 선언을 먼저 두고 내가만 맞혀 볼게 뒤에 둔다.,
